,country,article_name,revision_id,article_quality_est.,population
20282,Incan,María Sumire,783850857,Start,
20319,Chechen,Movladi Udugov,783907075,C,
20345,Macedonia,Vera Aceva,783955998,Start,
20366,Hondura,Matías Funes,784048015,Start,
20368,Jersey,Dean of Jersey,784051930,Start,
20406,Czech Republic,Vlastimil Tusar,784145485,Start,
20415,Chechen,Doku Zavgayev,784167327,Start,
20419,"Congo, Dem. Rep. of",Emile Mota,784182810,Start,
20424,Saint Kitts and Nevis,Mark Brantley,784208810,Start,
20426,Macedonia,Dragan Bogdanovski,784214010,Stub,
20487,Ivorian,Ernest Boka,784395089,Stub,
20494,Samoan,Le Mamea Ropati,784413731,Start,
20504,Faroese,Erlendur Patursson,784440060,Start,
20515,Jersey,"Alexander Coutanche, Baron Coutanche",784462137,C,
20525,Salvadoran,Pío Romero Bosque,784506431,Stub,
20541,Albania,Met Bozi,784558743,,2838000.0
20543,Rhodesian,Allan Ross Welsh,784562559,C,
20608,Cook Island,Frederick Tutu Goodwin,784686871,Start,
20613,Guernsey,Geoffrey Rowland,784691815,Start,
20615,Cape Colony,George Cathcart,784693349,Start,
20629,Saint Vincent and the Grenadines,Henry Harvey Williams,784724223,Start,
20635,Cape Colony,Henry Torrens,784726341,Start,
20653,Rhodesian,John Moore Caldicott,784757829,Start,
20654,Rhodesian,John Ralph Beaumont,784758963,Start,
20659,Cape Colony,Frederick Schermbrucker,784765242,Start,
20665,Rhodesian,Leonard Ray Morgan,784769027,Start,
20667,Guernsey,List of Bailiffs of Guernsey,784770354,Start,
20678,Saint Vincent and the Grenadines,Monica Dacon,784784479,Stub,
20683,Cook Island,Ngamau Munokoa,784786128,Start,
20698,Rhodesian,Raleigh Grey,784826325,Start,
20702,Czech Republic,Petr Bendl,784826685,Start,
20703,Czech Republic,Petr Gandalovič,784826720,Start,
20705,Cape Colony,Richard Solomon (Attorney General),784829553,Start,
20706,Rhodesian,Robert Clarkson Tredgold,784830601,Start,
20708,Rhodesian,Robert James Hudson,784831407,B,
20719,Jersey,Terry Le Sueur,784849252,Stub,
20723,Montserratian,Tony Longrigg,784856577,Stub,
20724,Cape Colony,Walter Hely-Hutchinson,784862369,Start,
20728,Rhodesian,William Harper (Rhodesian politician),784870217,FA,
20733,Montserratian,Deborah Barnes-Jones,784875662,Start,
20759,Czech Republic,Tomáš Vandas,784968648,Start,
20765,Rhodesian,Rowan Cronjé,784974615,GA,
20814,Czech Republic,Robert Mayr-Harting,785085345,Stub,
20821,Saint Lucian,Marie Grace Augustin,785101569,C,
20858,Dagestani,Aziz Aliyev,785202362,C,
20889,Salvadoran,Alfonso Quiñónez Molina,785229840,Stub,
20929,South Korean,Lee Hae-chan,785317852,Start,
20970,Czech Republic,Karel Havlíček Borovský,785407597,C,
21016,Pitcairn Islands,David Aubrey Scott,785508390,Start,
21021,Dagestani,Mukhu Aliyev,785532389,Start,
21038,Samoan,Tui Manuʻa Elisala,785553682,Start,
21043,Cape Colony,Henry White (Cape Treasurer General),785566972,C,
21073,Swaziland,Ntfombi of Swaziland,785654533,C,
21242,Salvadoran,Jorge Meléndez,786063735,Stub,
21254,Salvadoran,Carmen Elena Figueroa,786068145,Stub,
21284,Macedonia,Ljupco Andonovski,786138077,Stub,
21287,Cape Colony,Jacobus Wilhelmus Sauer,786142993,C,
21300,Czech Republic,Jan Černý,786162238,Start,
21302,Hondura,María Antonieta de Bográn,786165176,Stub,
21308,Jersey,Don Filleul,786175308,Stub,
21317,Abkhazia,Zakan Jugelia,786203824,Start,
21326,Chechen,Head of the Chechen Republic,786231010,Start,
21387,Tokelauan,Guy Powles,786375181,C,
21401,Czech Republic,Josef Frank (politician),786399604,Stub,
21445,Salvadoran,Felipe Codallos,786492357,Stub,
21446,Salvadoran,Tomás Regalado (Salvadoran politician),786492366,Stub,
21481,"Congo, Dem. Rep. of",Lambert Mende Omalanga,786579616,Stub,
21493,Rhodesian,Edgar Whitehead,786601705,Start,
21498,Czech Republic,Philip Kinsky of Wchinitz and Tettau,786612217,Start,
21506,Cook Island,Henry Puna,786648340,C,
21511,Rhodesian,Henry Hamilton Beamish,786659504,Start,
21535,Spain,Mariano Lazcano,786721553,,47635000.0
21544,"Congo, Dem. Rep. of",Justine Kasa-Vubu,786751925,Start,
21551,Samoan,Mata'afa,786776338,Start,
21564,Cape Colony,Charles Lennox Stretch,786803200,Start,
21618,"Congo, Dem. Rep. of",Cléophas Kamitatu,786874201,C,
21658,Cape Colony,John Tengo Jabavu,786916027,Start,
21690,Cape Colony,Philip John Stigant,786972727,Start,
21706,Palauan,Kuniwo Nakamura,786992351,Start,
21723,Jersey,Augustus Asplet Le Gros,787012860,Start,
21741,Jersey,Philippe Langlois,787046159,Stub,
21742,Cook Island,Moana Ioane,787050138,Stub,
21774,Rhodesian,Lionel Cripps,787105083,Start,
21793,Rhodesian,A. R. Colquhoun,787147677,Start,
21810,Chechen,Mairbek Sheripov,787163671,Stub,
21827,Pakistan,Mian Fareed Abbas Kathia,787181453,,220940000.0
21860,Cook Island,Marguerite Story,787227714,Start,
21929,Ivorian,François Amichia,787310676,Stub,
21998,Yemen,Nihal Naj Ali Al-Awlaqi,787353922,,29826000.0
22048,"Congo, Dem. Rep. of",Jean Nguza Karl-i-Bond,787378464,Start,
22086,Macedonia,Abdilaqim Ademi,787391041,Start,
22094,Iran,Abdolmajid Pirzadeh Jahromi,787391918,,84150000.0
22115,Pakistan,Abdul Latif Khalid Cheema,787398581,,220940000.0
22160,Greenlandic,Agnethe Davidsen,787423025,Stub,
22172,Ivorian,Aboubakar Diaby Ouattara,787437447,Stub,
22184,Somalia,Abdurahman H. H. Osman 'Mallay',787453368,,15893000.0
22235,Samoan,Polataivao Fosi,787519332,C,
22262,Cape Colony,Henry Pottinger,787552653,C,
22276,"Congo, Dem. Rep. of",Adam Bombolé,787602247,Stub,
22279,South African Republic,Transvaal Civil War,787611475,C,
22340,"Congo, Dem. Rep. of",Adolphe Lumanu,787715913,Stub,
22341,"Congo, Dem. Rep. of",Adolphe Muzito cabinet,787716080,Start,
22394,"Congo, Dem. Rep. of",Justin Marie Bomboko,787797355,Start,
22429,Rhodesian,John McChlery,787854502,Stub,
22490,Macedonia,Timco Mucunski,787914897,Start,
22518,Omani,"Salim bin Thuwaini, Sultan of Muscat and Oman",787929352,Start,
22523,Czech Republic,Luboš Dobrovský,787952395,Stub,
22526,Czech Republic,Bedřich Moldan,787952868,Stub,
22529,Guernsey,Diane Lewis (Guernsey legislator),787954113,Stub,
22530,Guernsey,Wendy Morgan (politician),787954138,Stub,
22533,Jersey,Sarah Craig Ferguson,787955357,Start,
22534,Jersey,Wendy Kinnard,787955613,Stub,
22536,Jersey,Iris Le Feuvre,787956265,Start,
22537,Jersey,Judy Martin (politician),787956300,Stub,
22538,Jersey,Kristina Moore,787956364,Start,
22539,Jersey,Susan Pinel,787956392,Stub,
22540,Jersey,Shona Pitman,787956492,Stub,
22541,Jersey,Anne Pryke,787956513,Stub,
22542,Jersey,Corrie Stein,787956597,Stub,
22544,Jersey,Tracey Vallois,787957954,Stub,
22554,Saint Kitts and Nevis,Attorney General of Saint Kitts and Nevis,787971501,Start,
22557,Saint Vincent and the Grenadines,Camillo Gonsalves,787976333,Start,
22563,"Congo, Dem. Rep. of",Christian Atoki Ileka,787978838,Stub,
22593,Macedonia,Gabriela Konevska-Trajkovska,787991725,Stub,
22594,Macedonia,Ilinka Mitreva,787991780,Stub,
22608,Macedonia,Igor Džundev,788000145,Stub,
22642,Czech Republic,Martin Palouš,788015952,Start,
22646,East Timorese,Milena Pires,788017619,Start,
22671,"Congo, Dem. Rep. of",Paul Joseph Mukungubila Mutombo,788024194,C,
22677,Macedonia,Ljube Boškoski,788026057,C,
22703,Saudi Arabia,Thoraya Obaid,788037971,,35041000.0
22709,"Congo, Dem. Rep. of",Ferdinand Essandja,788054013,Stub,
22722,Ivorian,Youssouf Bakayoko,788065543,Stub,
22745,Cape Colony,Thomas Charles Scanlen,788098639,C,
22760,Czech Republic,Hermann Zwierzina,788121309,Stub,
22840,Czech Republic,Eduard Zeman,788178766,Stub,
22912,Saint Kitts and Nevis,Clement Arrindell,788231533,Start,
22924,Cook Island,Apenera Short,788240713,Start,
22949,Salvadoran,Doroteo Vasconcelos,788264133,GA,
22978,India,Rahul Sinha,788289620,,1400100000.0
23015,Pakistan,Mahesh Kumar,788310383,,220940000.0
23025,Pitcairn Islands,Harold Smedley,788318957,Start,
23029,Ivorian,Chantal Compaoré,788330706,GA,
23045,Cape Colony,Saul Solomon,788361321,C,
23092,Czech Republic,Richard Bienert,788410657,Start,
23104,Ivorian,Désiré Tagro,788421683,Start,
23136,Guernsey,Peter de Havilland,788446515,C,
23137,Salvadoran,Alfredo Cristiani,788447923,C,
23141,East Timorese,Alfredo Pires,788450147,Stub,
23154,Ivorian,Mamadou Koulibaly,788462808,C,
23161,"Congo, Dem. Rep. of",Martin Kabwelulu,788465848,Start,
23225,Ivorian,Pascal Affi N'Guessan,788498433,C,
23227,Cook Island,Mana Strickland,788499686,Start,
23284,Palauan,Tommy Remengesau,788566799,C,
23285,Palauan,Thomas Remengesau Sr.,788566961,Stub,
23288,Palauan,Ngiratkel Etpison,788567219,Start,
23343,Samoan,Tony Tuimavave,788649434,Start,
23371,Saint Vincent and the Grenadines,Alphonso Theodore Roberts,788672768,Start,
23429,Cape Colony,Thomas Upington,788717893,C,
23448,India,Vithal Chavan,788722110,,1400100000.0
23483,Macedonia,Zoran Veruševski,788727080,Stub,
23485,Saint Lucian,Alvina Reynolds,788727127,Stub,
24236,Ivorian,Étienne Djaument,788825623,Stub,
24247,Ivorian,Victor Biaka Boda,788825785,Stub,
24294,Ivorian,Loubo Augustin Djessou,788827789,Stub,
24313,Omani,Rahila Al Riyami,788828342,Stub,
24408,Nepal,Jaybahadur Hitan Magar,788844423,,29996000.0
24913,Iran,Amirreza Amirbakhtiar,788884593,,84150000.0
24956,Cook Island,William (Smiley) Heather,788897273,Start,
24957,Cook Island,Rose Toki-Brown,788897549,Stub,
24959,Cook Island,Teina Bishop,788898457,Start,
24962,Cook Island,Pumati Israela,788899523,Stub,
25550,Montserratian,William Henry Bramble,788976365,C,
25597,Faroese,Niels Winther Poulsen,789029085,Stub,
25602,Abkhazia,Raul Eshba,789039267,Stub,
25619,Carniolan,Andrej Einspieler,789072979,Start,
25620,Macedonia,Andrej Žernovski,789073582,Start,
25622,Spain,Fernando Linera,789080627,,47635000.0
25647,Czech Republic,Václav Hampl,789102318,Start,
25655,Cape Colony,Andries Stockenström (judge),789120101,C,
25690,Ecuador,Andrés Ycaza Mantilla,789150159,,17511000.0
25786,Cape Colony,Robert Wynyard,789258720,C,
25816,Italy,Carlo Pezzati,789262504,,60296000.0
25825,Carniolan,Ivan Lorković,789263095,Start,
25838,France,Patrick Binder,789266166,,64940000.0
26017,Austria,Harald Haas (Pirate Party),789271422,,8914000.0
26089,Carniolan,Janko Kersnik,789273199,Start,
26128,China,Zhang Yuhuan,789281061,,1402385000.0
26165,Pakistan,Saqib Idrees Taj,789285351,,220940000.0
26171,Pakistan,Hameeda Waheeduddin,789285762,,220940000.0
26178,China,Zheng Shekui,789286413,,1402385000.0
26708,Faroese,Bjørt Samuelsen,789306157,Start,
26763,Faroese,Jenis av Rana,789307497,Start,
26764,Faroese,Heðin Mortensen,789307569,Start,
26765,Faroese,Rasmus Effersøe,789307632,Start,
26770,Faroese,Trygvi Samuelsen,789308387,Start,
26771,Faroese,Eilif Samuelsen,789308554,Stub,
26830,Faroese,Jógvan Skorheim,789310556,Start,
26946,Chechen,Alu Alkhanov,789327678,C,
26956,Chechen,Adam Delimkhanov,789328171,Start,
26957,Ossetian,Alexander Dzasokhov,789328182,Start,
26988,Dagestani,Magomedali Magomedov,789329935,Start,
27246,"Congo, Dem. Rep. of",Antipas Mbusa,789437538,Start,
27256,India,Prasanna Earnest,789444415,,1400100000.0
27294,Ivorian,Aké Loba,789476691,Stub,
27301,"Congo, Dem. Rep. of",Laurent Mbariko,789487250,Start,
27344,Rhodesian,Jeremiah Chirau,789545107,Stub,
27353,Czech Republic,Miroslav Grebeníček,789546047,Stub,
27354,Czech Republic,Vlasta Štěpová,789546066,Stub,
27355,Czech Republic,Egon Lánský,789546079,Start,
27356,Czech Republic,Antonín Prachař,789546102,Stub,
27357,Czech Republic,Milan Horálek,789546147,Stub,
27407,Hondura,Orle Solís,789599196,Stub,
27408,Hondura,Sergio Arturo Castellanos,789599235,Stub,
27409,Hondura,Hipólita Rodríguez,789599241,Stub,
27410,Hondura,German Leitzelar,789599248,Stub,
27411,Hondura,Marco Antonio Andino,789599260,Stub,
27412,Hondura,Lisandro Mauricio Arias,789599265,Stub,
27413,Hondura,José Azcona Bocock,789599272,Stub,
27414,Hondura,Yadira Bendaña,789599288,Stub,
27415,Hondura,José Rosario Bonano,789599294,Stub,
27416,Hondura,Romualdo Bueso Melghem,789599300,Stub,
27417,Hondura,Teófilo Enamorado,789599316,Stub,
27418,Hondura,Gabo Alfredo Jalil,789599319,Stub,
27419,Hondura,Eleazar Alexander Juárez,789599323,Stub,
27420,Hondura,Carlos Alfredo Lara Watson,789599331,Stub,
27421,Hondura,Wenceslao Lara Orellana,789599336,Stub,
27422,Hondura,Maria Aracely Leiva,789599343,Stub,
27423,Hondura,Fredy Renán Nájera,789599348,Stub,
27424,Hondura,Waldina Paz,789599355,Stub,
27425,Hondura,Jesús Dagoberto Perdomo,789599360,Stub,
27426,Hondura,Modesto Rodas Alvarado,789599369,Stub,
27427,Hondura,Erick Mauricio Rodríguez,789599374,Stub,
27428,Hondura,Víctor Rolando Sabillón,789599381,Stub,
27429,Hondura,Dennis Antonio Sánchez,789599388,Stub,
27430,Hondura,Elman Joel Sandoval,789599393,Stub,
27431,Hondura,Mario Edgardo Segura,789599398,Stub,
27432,Hondura,Perla Simons,789599401,Stub,
27433,Hondura,Felipe Zúniga del Cid,789599406,Stub,
27434,Hondura,Juan Francisco Argeñal,789599415,Stub,
27435,Hondura,Nasry Asfura,789599418,Stub,
27436,Hondura,Yaudet Burbara,789599427,Stub,
27437,Hondura,Oscar Orlando Burgos,789599429,Stub,
27438,Hondura,Wilfredo Bustillo Castellanos,789599434,Stub,
27439,Hondura,Victoria Carrasco,789599444,Stub,
27440,Hondura,Gladys Bernarda Casco,789599449,Stub,
27441,Hondura,Rigoberto Chang Castillo,789599455,Stub,
27442,Hondura,María Teresa Chávez,789599463,Stub,
27443,Hondura,Alberto Chedrani,789599476,Stub,
27444,Hondura,Celín Discua,789599485,Stub,
27445,Hondura,Martha Concepción Figueroa,789599488,Stub,
27446,Hondura,Brenda Mercedes Flores,789599496,Stub,
27447,Hondura,Julio César Gámez Interiano,789599506,Stub,
27448,Hondura,Roberto Gámez Panchamé,789599509,Stub,
27449,Hondura,Miguel Ángel Gámez,789599513,Stub,
27450,Hondura,Lorena Enriqueta Herrera,789599522,Stub,
27451,Hondura,Rodolfo Irias Navas,789599528,Stub,
27452,Hondura,Abraham Kafati Díaz,789599532,Stub,
27453,Hondura,Juan Fernando Lobo,789599542,Stub,
27454,Hondura,Miguel Edgardo Martínez,789599547,Stub,
27455,Hondura,Eliseo Noel Mejía,789599561,Stub,
27456,Hondura,Oscar Ramón Nájera,789599562,Stub,
27457,Hondura,Claudio Roberto Perdomo,789599568,Stub,
27458,Hondura,Mario Alonso Pérez López,789599570,Stub,
27459,Hondura,Milton Jesús Puerto,789599575,Stub,
27460,Hondura,Oswaldo Ramos Soto,789599581,Stub,
27461,Hondura,Donaldo Ernesto Reyes,789599586,Stub,
27462,Hondura,Antonio Rivera Callejas,789599589,Stub,
27463,Hondura,José Juan Rivera Ramos,789599594,Stub,
27464,Hondura,Salvador Valeriano Pineda,789599607,Stub,
27465,Hondura,Welsy Vásquez,789599609,Stub,
27466,Hondura,José Rodolfo Zelaya,789599615,Stub,
27467,Hondura,Yessenia Coely Zelaya,789599618,Stub,
27468,Hondura,Adela Elizabeth Zúñiga,789599620,Stub,
27469,Hondura,Ramón Villeda Bermúdez,789600726,Stub,
27470,Hondura,Jorge Aguilar Paredes,789600760,Stub,
27471,Hondura,Andrés Pavón,789600953,Stub,
27472,Hondura,Marvin Ponce,789600975,Stub,
27473,Hondura,Jorge Elvir,789601015,Stub,
27474,Hondura,Rodolfo Padilla Sunseri,789601536,Stub,
27584,Cape Colony,"John de Villiers, 1st Baron de Villiers",789675927,C,
27585,Carniolan,Ivan Šusteršič,789681987,Start,
27588,Rhodesian,Winston Field,789689591,C,
27595,Faroese,Louis Zachariasen,789708924,Start,
27637,India,Chowdhary Balbir Singh,789736824,,1400100000.0
27663,Jersey,"Sir Philip Carteret, 1st Baronet",789753704,Stub,
27664,Jersey,"Sir Philip Carteret, 2nd Baronet",789753711,Stub,
27671,Saint Vincent and the Grenadines,Arnhim Eustace,789761357,C,
27672,Omani,List of rulers of Oman,789761641,B,
27693,Saint Lucian,Arsene James,789789654,Stub,
27786,United States,Arthur C. Watson,789816636,,329878000.0
27790,Abkhazia,Bagrat Shinkuba,789818648,Start,
27791,Abkhazia,Samson Chanba,789818730,Start,
27850,"Congo, Dem. Rep. of",Union of Congolese Patriots,789898887,Start,
27866,Montserratian,John Kemys Spencer-Churchill,789918293,Stub,
27882,Guernsey,Gavin St Pier,789938377,Stub,
27894,Chechen,Aslambek Aslakhanov,789949907,Stub,
27897,South Ossetian,Aslanbek Bulatsev,789950396,Start,
27963,Palauan,Raynold Oilouch,789983618,Stub,
28148,Rhodesian,Howard Unwin Moffat,790010191,Start,
28162,Swaziland,Bheki Dlamini,790010530,Stub,
28163,Swaziland,Bhekimpi Dlamini,790010540,Stub,
28164,Swaziland,Jameson Mbilini Dlamini,790010556,Stub,
28165,Swaziland,Lutfo Dlamini,790010558,Stub,
28166,Swaziland,Mabandla Dlamini,790010563,Stub,
28167,Swaziland,Makhosini Dlamini,790010573,Stub,
28168,Swaziland,Mphiwa Dlamini,790010577,Stub,
28169,Swaziland,Obed Dlamini,790010578,Stub,
28170,Swaziland,Paul Dlamini,790010579,Stub,
28171,Swaziland,Themba Dlamini,790010705,Stub,
28172,Swaziland,Njabulo Mabuza,790010716,Stub,
28173,Swaziland,Charles Myeza,790010723,Stub,
28174,Swaziland,Sishayi Nxumalo,790010729,Stub,
28175,Swaziland,Paul Shabangu,790010732,Stub,
28176,Swaziland,Trusty Gina,790010783,Stub,
28177,Swaziland,Marwick Khumalo,790010820,Stub,
28178,Palauan,Lazarus Salii,790011394,Stub,
28191,Philippines,Farouk Sharif,790028876,,109581000.0
28221,Macedonia,Mincho Jordanov,790065914,Stub,
28234,Swaziland,Prince Sozisa Dlamini,790090661,B,
28348,Spain,Idoia Zenarrutzabeitia Beldarrain,790147995,,47635000.0
28373,South Korean,Yu Myung-hwan,790178486,Stub,
28374,South Korean,Yoon Young-kwan,790178940,Start,
28375,South Korean,Yoon Jeung-hyun,790179508,Stub,
28377,South Korean,Suh Sang-chul,790180349,Start,
28407,Carniolan,Philipp von Cobenzl,790213148,Start,
28436,Ivorian,Aya Virginie Toure,790279945,C,
28484,"Congo, Dem. Rep. of",Azarias Ruberwa,790305725,Start,
28525,Czech Republic,Antonín Novotný,790372008,C,
28549,Palauan,Ngedikes Olai Uludong,790410665,Start,
28550,Armenia,Hrayr Karapetyan,790410710,,2956000.0
28566,Hondura,Mireya Agüero,790412309,Start,
28567,Hondura,María Dolores Agüero,790412332,Start,
28578,Saint Lucian,Sarah Flood-Beaubrun,790422420,Start,
28583,Macedonia,Gordana Jankuloska,790422718,Stub,
28589,Palauan,Sandra Pierantozzi,790423026,Stub,
28613,Macedonia,Sašo Mijalkov,790441999,Start,
28632,South Korean,Bak Maeng-woo,790471224,C,
28639,Jersey,"Henry Carteret, 1st Baron Carteret",790484914,C,
28694,"Congo, Dem. Rep. of",Banyingela Kasonga,790586686,Start,
28717,Czech Republic,Zuzana Brzobohatá,790608148,Stub,
28718,Czech Republic,Alena Palečková,790608180,Stub,
28719,Czech Republic,Zuzana Roithová,790608186,Start,
28746,Montserratian,Reuben Meade,790614135,Start,
28755,Swaziland,Andreas Fakudze,790636139,Stub,
28765,Tokelauan,Salesio Lui,790644183,Stub,
28766,Tokelauan,Kuresa Nasau,790644216,Stub,
28769,Tokelauan,Patuki Isaako,790644404,Stub,
28772,Tokelauan,Kolouei O'Brien,790647368,Stub,
28842,"Congo, Dem. Rep. of",Anicet Kashamura,790738130,Stub,
28893,Czech Republic,"List of MPs elected in the Czech legislative election, 2017",790838510,Stub,
28940,Pitcairn Islands,List of high commissioners of the United Kingdom to New Zealand,790881651,Start,
28973,"Congo, Dem. Rep. of",Sophie Kanza,790942655,Start,
29039,Macedonia,Maksim Dimitrievski,791059536,Stub,
29048,"Congo, Dem. Rep. of",Bertrand Bisimwa,791074307,Stub,
29106,Guernsey,Francis Weston,791169532,C,
29116,Ivorian,Bernard Zadi Zaourou,791177695,Stub,
29200,Pitcairn Islands,Betty Christian,791265995,Start,
29290,Czech Republic,Martin Jahn,791374581,Start,
29294,South Korean,Lee Wan-koo,791389950,Start,
29322,United States,Bill Evans (politician),791429003,,329878000.0
29569,Chechen,Ruslan Khasbulatov,791803238,Start,
29574,Salvadoran,Óscar Osorio,791821555,Start,
29641,United States,Claybourn – Claiborne – Clayborn family,791866288,,329878000.0
29653,Macedonia,Bojan Bojanovski,791879937,Stub,
29657,Samoan,Tuimaleali'ifano,791884820,Stub,
29679,Hondura,Rosa Elena Bonilla,791906998,Stub,
29680,Hondura,Xiomara Castro,791907048,C,
29681,Salvadoran,Lourdes Rodríguez de Flores,791907279,Stub,
29682,Salvadoran,Álvaro Magaña,791907345,Stub,
29686,Salvadoran,Salvador Castaneda Castro,791911972,B,
29717,Macedonia,Boris Trajkovski,791970429,C,
29722,Montserratian,Wilfred Bennett Davidson-Houston,791981452,Start,
29727,Macedonia,Mirvan Xhemaili,791991542,Start,
29735,Somaliland,List of Presidents of Somaliland,792010538,Start,
29745,"Congo, Dem. Rep. of",Charles Kisolokele,792037043,Start,
29746,South Korean,Kim Chang-ryong,792037093,Start,
29762,Hondura,Eduardo Gauggel Medina,792070727,Stub,
29803,Macedonia,Branko Crvenkovski,792146742,Start,
29841,Cape Colony,Philip Edmond Wodehouse,792178662,C,
29842,India,N. Padmalochanan,792184018,,1400100000.0
29956,Salvadoran,Julio Adalberto Rivera Carballo,792385744,Start,
29977,Serbia,Marko Selakovic,792400552,,6957000.0
29984,Saint Kitts and Nevis,Tapley Seaton,792406694,Start,
29992,Czech Republic,Pavel Rychetský,792417439,Stub,
29994,Guernsey,Richard Collas,792424069,Start,
30003,India,Praveen Agrawal,792440851,,1400100000.0
30016,Czech Republic,Gustáv Slamečka,792476721,Start,
30060,Jersey,Frank Walker (Jersey politician),792567273,Start,
30062,Macedonia,Bujar Osmani,792571494,Stub,
30076,Faroese,Annika Olsen,792595685,Start,
30205,United States,Caleb Crosby,792857662,,329878000.0
30251,Sweden,Draft:John Johansson i Gränö,792933603,,10377000.0
30261,Dagestani,Magomedsalam Magomedov,792949749,Start,
30295,South African Republic,"Heroes' Acre, Pretoria",793010122,Start,
30329,Czech Republic,Edvard Kožušník,793087579,Stub,
30349,Samoan,Dave Solomon (rugby),793129536,Start,
30411,Hondura,Carlos Escaleras,793178396,Start,
30414,Hondura,Carlos Gabriel Kattán,793179072,Stub,
30421,Hondura,Carlos Ramón Aguilar Guifarro,793183704,Stub,
30424,Salvadoran,Carlos Salazar Castro,793184472,Start,
30462,Jersey,Carolyn Labey,793221391,Stub,
30491,East Timorese,Mário Viegas Carrascalão,793270640,B,
30494,Faroese,Páll á Reynatúgvu,793276089,Start,
30495,Faroese,Atli Dam,793277402,Start,
30497,Hungary,Tibor Gaal de Hatvan,793280504,,9767000.0
30501,Samoan,Va'ai Kolone,793294077,Start,
30549,Faroese,Henrik Old,793353435,Start,
30552,Guernsey,Victor Carey,793355768,C,
30582,Faroese,Marita Petersen,793394960,Start,
30591,Jersey,Cecil Stanley Harrison,793405839,Stub,
30644,"Congo, Dem. Rep. of",Antoine Ghonda,793411567,Start,
30653,Swaziland,Ndumiso Mamba,793428048,Stub,
30675,East Timorese,José Abílio Osório Soares,793454583,Start,
30789,Salvadoran,Maximiliano Hernández Martínez,793642670,C,
30790,Czech Republic,Jan Masaryk,793642926,C,
30791,Cape Colony,Charles Aken Fairbridge,793643575,Stub,
30826,Ivorian,Charles Konan Banny,793682835,Start,
30950,Montserratian,Elizabeth Carriere,793896767,Stub,
30970,Samoan,Tamaseu Leni Warren,793926721,Stub,
31042,Salvadoran,Reynaldo Galindo Pohl,794052085,Stub,
31063,"Congo, Dem. Rep. of",Abdoulaye Yerodia Ndombasi,794072384,Start,
31106,"Congo, Dem. Rep. of",Paul Bolya,794134715,Start,
31113,Czech Republic,Jan Koukal,794146543,Stub,
31133,Chechen,Sergey Abramov (politician),794171049,Stub,
31153,Cape Colony,William Howley Goodenough,794193433,Start,
31154,Ivorian,Christine Adjobi,794194775,Stub,
31165,Samoan,Mata'afa Iosefo,794202189,Start,
31226,Nigeria,Chukwuemeka Ihedioha,794311724,,206140000.0
31238,Cape Colony,George Thomas Napier,794346758,Start,
31273,Russia,Gregorei Alexandrovich,794409906,,146733000.0
31304,Salvadoran,Ciro Cruz Zepeda,794459622,Start,
31322,Hondura,José Alfredo Saavedra,794482135,Stub,
31358,Rhodesian,Ken Flower,794528943,Start,
31380,Salvadoran,Ana Ligia Mixco Sol de Saca,794561394,Start,
31414,South African Republic,"Clarens, Switzerland",794593079,Start,
31421,Omani,Malek Bin Sulaiman Al Ma'amari,794599835,Stub,
31452,South Korean,Yun Duk-min,794638210,Stub,
31511,Cape Colony,William Butler (British Army officer),794705198,C,
31525,Omani,"Said bin Sultan, Sultan of Muscat and Oman",794725141,C,
31561,United States,Josh Miller (politician),794768894,,329878000.0
31584,Saint Kitts and Nevis,Konris Maynard,794794927,Stub,
31586,Cook Island,Robert Wigmore,794802546,Start,
31587,Cook Island,Pukeiti Pukeiti,794802590,Stub,
31626,Ghana,List of Ghana heads of state by age,794866848,,31073000.0
31634,Chechen,Malik Saidullaev,794893770,Start,
31656,Pitcairn Islands,Meralda Warren,794905581,C,
31767,Salvadoran,Carlos Humberto Romero,794988963,Start,
31771,Gabon,Alfred Moungara Moussotsi,794990759,,2231000.0
31775,Czech Republic,Pavel Bém,794995687,Start,
31829,Jersey,List of Bailiffs of Jersey,795069319,Start,
31840,Czech Republic,"List of MPs elected in the Czech legislative election, 2013",795098385,C,
31864,Palauan,Elias Camsek Chin,795139723,Start,
31942,Saint Vincent and the Grenadines,Joseph Chatoyer,795283194,Start,
31988,Saint Vincent and the Grenadines,Louis Straker,795343481,Start,
31992,Rhodesian,Andrew Skeen (Rhodesia),795348776,Stub,
32001,Macedonia,Zoran Stavreski,795362031,Stub,
32006,Rhodesian,Hugh Beadle,795369277,FA,
32013,Czech Republic,Vít Bárta,795377941,Stub,
32077,Rhodesian,Hugh Marshall Hole,795483112,Start,
32155,Nepal,Hari Bhakta Kandel,795545202,,29996000.0
32191,South Korean,Cheong Yang-seog,795546187,Stub,
32192,South Korean,Chin Young,795546191,Start,
32197,South Korean,Kim Kwan-yong,795546228,Start,
32198,South Korean,Lee Hahn-koo,795546245,Stub,
32199,South Korean,Lee Jung-hyun (politician),795546256,Stub,
32217,Salvadoran,Ana María,795573859,Start,
32226,Pakistan,Fraz Wahlah,795588781,,220940000.0
32252,Cape Colony,"Sir George Yonge, 5th Baronet",795625420,C,
32255,Tokelauan,Afega Gaualofa,795631781,Stub,
32256,Tokelauan,Siopili Perez,795633170,Stub,
32268,Pitcairn Islands,Victoria Treadell,795649021,Start,
32279,South Ossetian,President of South Ossetia,795669553,Start,
